SK_ID_CURR,ID,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
197575,6034622,Active,USD,-307,0,31053.0,,,0,117000.0,2412.0,0.0,0,Credit card,-12,
265203,6034629,Closed,EUR,-2253,0,-1915.0,-1915.0,,0,66442.5,,,0,Credit card,-1915,
234244,6034633,Closed,GBP,-2089,0,-1755.0,-1784.0,0.0,0,50749.65,0.0,0.0,0,Consumer credit,-1784,11241.0
234244,6034638,Active,UAH,-1160,0,665.0,,0.0,0,157500.0,0.0,0.0,0,Credit card,-705,
372778,6034680,Active,USD,-483,0,5.0,,0.0,0,140422.5,10035.0,0.0,0,Consumer credit,-25,
303680,6034686,Closed,EUR,-998,0,-877.0,-877.0,,0,69048.0,0.0,,0,Consumer credit,-873,
316094,6034690,Closed,GBP,-2530,0,-2317.0,-2345.0,0.0,0,23867.01,0.0,0.0,0,Consumer credit,-2345,0.0
210322,6034704,Closed,UAH,-1621,0,-525.0,-245.0,,0,262755.0,0.0,0.0,0,Consumer credit,-231,
210322,6034708,Closed,USD,-92,0,-17.0,-1.0,,0,13500.0,0.0,,0,Microloan,0,
118844,6034716,Closed,EUR,-487,0,609.0,-334.0,0.0,0,158548.5,0.0,0.0,0,Consumer credit,-334,
305730,6034722,Closed,GBP,-2366,0,-541.0,-1542.0,,0,1575000.0,0.0,0.0,0,Consumer credit,-726,
305730,6034730,Closed,UAH,-365,0,61.0,-252.0,0.0,0,1800000.0,,,0,Consumer credit,-252,
113868,6034737,Closed,USD,-1060,0,-847.0,-875.0,0.0,0,43674.93,0.0,0.0,0,Consumer credit,-875,
424847,6040042,Closed,EUR,-1470,0,-374.0,-533.0,0.0,0,315000.0,0.0,0.0,0,Consumer credit,-533,
424847,6040043,Closed,GBP,-2061,0,-1753.0,-1753.0,0.0,0,130500.0,0.0,0.0,0,Consumer credit,-1753,
294290,6040068,Closed,UAH,-1722,0,-1420.0,-1193.0,,0,125532.0,,,0,Consumer credit,-1190,0.0
342611,6040085,Closed,USD,-1525,0,302.0,-478.0,,0,360000.0,0.0,0.0,0,Consumer credit,-283,0.0
182012,6040091,Closed,EUR,-2712,0,-2376.0,-2435.0,,0,23198.4,0.0,,0,Consumer credit,-907,
139174,6040099,Closed,GBP,-2162,0,-1066.0,-1611.0,,0,225000.0,0.0,0.0,0,Consumer credit,-286,0.0
139174,6040104,Closed,UAH,-1099,0,-897.0,-897.0,,0,180000.0,0.0,0.0,0,Consumer credit,-888,0.0
139174,6040105,Closed,USD,-1112,0,-897.0,-897.0,,0,67500.0,0.0,0.0,0,Consumer credit,-888,0.0
240257,6040119,Closed,EUR,-1294,0,-989.0,-993.0,,0,75375.0,0.0,0.0,0,Consumer credit,-992,0.0
240257,6040123,Closed,GBP,-1472,0,-1106.0,-1106.0,0.0,0,63225.0,,,0,Consumer credit,-1100,
230929,6040124,Closed,UAH,-2772,0,-2225.0,-2415.0,,0,112500.0,0.0,0.0,0,Consumer credit,-1572,0.0
435534,6040153,Closed,USD,-1913,0,-1579.0,-1584.0,,0,100164.6,0.0,,0,Consumer credit,-900,
296034,6040184,Closed,EUR,-2383,0,-1833.0,-1833.0,,0,225000.0,0.0,0.0,0,Consumer credit,-1583,0.0
296034,6040186,Closed,GBP,-2386,0,-1833.0,-1193.0,,0,225000.0,,,0,Consumer credit,-1190,0.0
209628,6040195,Closed,UAH,-878,0,3.0,-517.0,,0,108000.0,0.0,0.0,0,Consumer credit,-283,0.0
209628,6040196,Closed,USD,-1662,0,-566.0,-838.0,,0,135000.0,0.0,0.0,0,Consumer credit,-283,0.0
347120,6040203,Closed,EUR,-2710,0,-2527.0,-2527.0,,0,42435.0,0.0,,0,Consumer credit,-2527,0.0
227213,6040225,Closed,GBP,-2175,0,-1871.0,-1873.0,,0,75613.5,0.0,0.0,0,Consumer credit,-1757,0.0
447496,6040252,Closed,UAH,-2192,0,-1096.0,-1360.0,,0,450000.0,0.0,0.0,0,Consumer credit,-1318,0.0
283641,6040282,Closed,USD,-2006,0,-1641.0,-1702.0,5885.955,0,91125.0,0.0,0.0,0,Consumer credit,-1702,
169698,6040303,Closed,EUR,-1871,0,-1686.0,-1718.0,0.0,0,67410.0,0.0,0.0,0,Consumer credit,-1689,
322472,6040305,Closed,GBP,-2136,0,-1952.0,-1949.0,,0,33016.5,0.0,0.0,0,Consumer credit,-979,0.0
285525,6040327,Closed,UAH,-1706,0,-1403.0,-1433.0,0.0,0,122715.0,0.0,0.0,0,Consumer credit,-1433,
438713,6040332,Closed,USD,-2063,0,-1699.0,-1175.0,,0,145242.0,,,0,Consumer credit,-1172,0.0
159756,6040348,Closed,EUR,-1584,0,-1006.0,-1400.0,,0,123208.29,0.0,,0,Consumer credit,-891,
159756,6040349,Closed,GBP,-1584,0,-1372.0,-1400.0,,0,15562.8,0.0,,0,Consumer credit,-891,
159756,6040352,Active,UAH,-1359,0,1063.0,,,0,0.0,0.0,0.0,0,Credit card,-48,
332574,6040369,Closed,USD,-741,0,355.0,-132.0,0.0,0,540000.0,0.0,0.0,0,Consumer credit,-132,
332574,6040370,Closed,EUR,-1713,0,-1348.0,-1348.0,0.0,0,33075.0,0.0,0.0,0,Consumer credit,-1347,
139164,6040373,Closed,GBP,-594,0,-284.0,-284.0,0.0,0,163792.035,0.0,0.0,0,Consumer credit,-284,
233247,6040374,Closed,UAH,-1548,0,-1367.0,-1398.0,,0,29403.0,0.0,,0,Consumer credit,-1398,0.0
151185,6040387,Closed,USD,-1120,0,-755.0,-755.0,,0,44955.0,0.0,0.0,0,Consumer credit,-754,0.0
237126,6040417,Closed,EUR,-2434,0,-1710.0,-1710.0,,0,127926.0,,,0,Credit card,-1710,3141.0
164955,6046186,Active,GBP,-229,0,884.0,,,0,598500.0,439524.0,0.0,0,Credit card,-8,
178925,6046197,Closed,UAH,-563,0,532.0,-124.0,,0,382500.0,0.0,0.0,0,Consumer credit,-118,
103134,6046213,Closed,USD,-1250,0,-1036.0,-1036.0,0.0,0,45621.945,0.0,0.0,0,Consumer credit,-1036,
379151,6046217,Closed,EUR,-1118,0,-752.0,-1057.0,0.0,0,43648.2,0.0,0.0,0,Consumer credit,-982,
408982,6046221,Closed,GBP,-2113,0,-1757.0,-1737.0,,0,261000.0,0.0,0.0,0,Consumer credit,-1268,0.0
184658,6046241,Closed,UAH,-2404,0,-577.0,-1778.0,0.0,0,180000.0,,,0,Consumer credit,-1778,0.0
188638,6046261,Closed,USD,-1835,0,-1651.0,-1651.0,,0,24768.0,0.0,,0,Consumer credit,-1306,0.0
188638,6046263,Closed,EUR,-385,0,-289.0,-289.0,,0,16312.5,0.0,,0,Consumer credit,-267,0.0
188638,6046264,Active,GBP,-30,0,337.0,,0.0,0,135000.0,123750.0,0.0,0,Consumer credit,-10,76500.0
188638,6046265,Active,UAH,-30,0,337.0,,0.0,0,135000.0,135000.0,0.0,0,Consumer credit,-22,0.0
188638,6046266,Active,USD,-175,0,7.0,,0.0,0,90000.0,44806.5,0.0,0,Consumer credit,-80,18913.5
154950,6023720,Active,EUR,-347,0,1479.0,,0.0,0,463500.0,279994.5,0.0,0,Consumer credit,-24,0.0
103031,6023740,Closed,GBP,-1369,0,458.0,-127.0,,0,531000.0,0.0,0.0,0,Consumer credit,-95,17581.5
103031,6023741,Closed,UAH,-2693,0,-866.0,-1385.0,,0,360000.0,0.0,0.0,0,Consumer credit,-426,17581.5
421340,5032874,Closed,USD,-468,0,259.0,-287.0,,0,406512.0,0.0,0.0,0,Consumer credit,-284,
421340,5032875,Active,EUR,-205,0,892.0,,,0,157500.0,149350.5,0.0,0,Credit card,-8,
421340,5032876,Active,GBP,-471,0,-441.0,,,0,225000.0,206176.5,0.0,0,Credit card,-37,
421340,5032877,Active,UAH,-189,0,176.0,,,0,450000.0,243337.5,,0,Consumer credit,-9,
421340,5032878,Closed,USD,-1309,0,-1065.0,-1044.0,7505.685,0,59942.655,0.0,0.0,0,Consumer credit,-1044,
421340,5032879,Closed,EUR,-1289,0,-1105.0,-1102.0,0.0,0,83288.43,0.0,0.0,0,Consumer credit,-1102,
141835,5032881,Closed,GBP,-882,0,-334.0,-446.0,,0,225000.0,0.0,0.0,0,Consumer credit,-436,
141835,5032882,Active,UAH,-485,0,1348.0,,,0,450004.5,413473.5,,0,Credit card,-325,
141835,5032883,Active,USD,-476,0,1349.0,,0.0,0,0.0,0.0,0.0,0,Credit card,-22,
192964,5032884,Closed,EUR,-17,0,-1.0,-15.0,,0,40500.0,0.0,0.0,0,Consumer credit,-10,
192964,5032885,Active,GBP,-534,0,27436.0,,,0,45000.0,0.0,0.0,0,Credit card,-6,
192964,5032886,Active,UAH,-331,0,764.0,,,0,678375.0,568417.5,0.0,0,Consumer credit,-50,
192964,5032887,Closed,USD,-674,0,-371.0,-345.0,,0,95589.0,,,0,Consumer credit,-338,
192964,5032888,Active,EUR,-373,0,725.0,,,0,370800.0,286056.0,,0,Consumer credit,-10,
192964,5032890,Active,GBP,-518,0,578.0,,0.0,0,0.0,0.0,4.5,0,Credit card,-31,
360263,5032891,Closed,UAH,-722,0,-447.0,-447.0,,0,66271.5,0.0,0.0,0,Consumer credit,-385,
360263,5032892,Active,USD,-647,0,1180.0,,0.0,0,1350000.0,,,0,Consumer credit,-31,
154199,5032893,Closed,EUR,-367,0,-2.0,-247.0,,0,74470.5,0.0,,0,Consumer credit,-131,
154199,5032894,Closed,GBP,-1087,0,-721.0,-755.0,,0,89910.0,0.0,0.0,0,Consumer credit,-754,
154199,5032895,Active,UAH,-267,0,1559.0,,,0,877500.0,802813.5,0.0,0,Consumer credit,-9,
154199,5032896,Active,USD,-141,0,12826.0,,,0,90000.0,85779.0,,0,Credit card,-2,
271660,5032897,Closed,EUR,-342,0,1484.0,-266.0,,0,900000.0,,,0,Consumer credit,-266,
239220,5032899,Closed,GBP,-1773,0,-677.0,-677.0,,0,900000.0,0.0,0.0,0,Consumer credit,-352,
239220,5032900,Active,UAH,-1704,0,-599.0,,,0,270000.0,0.0,0.0,0,Credit card,-10,
239220,5032901,Closed,USD,-2451,0,-1721.0,-1721.0,,0,135000.0,0.0,0.0,0,Credit card,-1713,
239220,5032902,Closed,EUR,-1869,0,-1573.0,-967.0,,0,0.0,0.0,,0,Credit card,-967,
239220,5032903,Closed,GBP,-707,0,,-596.0,,0,90000.0,,,0,Credit card,-596,
239220,5032904,Active,UAH,-652,0,712.0,,,0,2835000.0,0.0,,0,Consumer credit,-225,
239220,5032906,Closed,USD,-206,0,154.0,-28.0,,0,116235.0,0.0,,0,Consumer credit,-28,
239220,5032907,Active,EUR,-1401,0,,,0.0,0,675000.0,506529.0,168471.0,0,Credit card,-11,
202213,5032908,Active,GBP,-727,0,650.0,,,0,432000.0,0.0,0.0,0,Credit card,-10,
202213,5032909,Closed,UAH,-781,0,-416.0,-612.0,,0,0.0,0.0,0.0,0,Credit card,-448,
422201,5032910,Closed,USD,-2779,0,-2657.0,-2747.0,,0,13500.0,0.0,,0,Consumer credit,-709,
422201,5032911,Active,EUR,-261,0,831.0,,,0,180000.0,0.0,0.0,0,Credit card,-32,
422201,5032913,Closed,GBP,-2470,0,-1739.0,-1816.0,0.0,0,157500.0,,,0,Consumer credit,-1816,
422201,5032914,Closed,UAH,-533,0,-503.0,-503.0,0.0,0,70624.08,0.0,0.0,0,Consumer credit,-501,
286455,5032915,Closed,USD,-2911,0,-2180.0,-2150.0,,0,405000.0,0.0,0.0,0,Consumer credit,-876,
250417,5032916,Closed,EUR,-2745,0,-918.0,-2256.0,,0,382500.0,0.0,0.0,0,Consumer credit,-1479,
250417,5032918,Closed,GBP,-1505,0,-409.0,-808.0,,0,1338750.0,0.0,,0,Car loan,-808,
250417,5032919,Closed,UAH,-1141,0,-839.0,-780.0,,0,196938.0,,,0,Consumer credit,-777,
250417,5032920,Closed,USD,-1032,0,-835.0,-835.0,49.5,0,126400.5,,,0,Consumer credit,-834,
327063,5032921,Active,EUR,-283,0,803.0,,,0,180000.0,195318.0,0.0,0,Credit card,-15,
435270,5175164,Closed,GBP,-568,0,-262.0,-262.0,0.0,0,47880.0,0.0,0.0,0,Consumer credit,-259,
435270,5175165,Active,UAH,-567,0,,,0.0,0,45000.0,26815.5,18180.81,0,Credit card,-17,
435270,5175167,Active,USD,-76,0,473.0,,0.0,0,193965.525,176126.175,0.0,0,Consumer credit,-15,
435270,5175168,Active,EUR,-76,0,1020.0,,0.0,0,67500.0,50620.5,16879.5,0,Credit card,-3,
137452,5175169,Closed,GBP,-362,0,-179.0,-179.0,,0,36648.0,0.0,0.0,0,Consumer credit,-177,
137452,5175170,Active,UAH,-595,0,775.0,,,0,180000.0,182754.0,0.0,0,Credit card,-119,
137452,5175172,Active,USD,-1211,0,-115.0,,,0,337500.0,299614.5,,0,Credit card,-990,
137452,5175173,Closed,EUR,-946,0,-581.0,-575.0,0.0,0,96745.5,0.0,0.0,0,Consumer credit,-504,
137452,5175174,Active,GBP,-362,0,,,0.0,0,360000.0,0.0,360000.0,0,Credit card,-28,
